Substance name,EC/List no.,CAS no.,BAS number,Product-type,Review Programme flag,New active substance flag,Annex I substance flag,Inclusion Category,Approval start date,Approval end date,Evaluating competent authority,Approval status,Assessment status,Assessment sub-status,Legal act,Link to legal act,R4BP asset number,Candidate for substitution,Factsheet URL,Related authorised biocidal products,RML ID,Substance information page
Alkyl (C12-C14) dimethyl(ethylbenzyl)ammonium chloride (ADEBAC (C12-C14)),287-090-7,85409-23-0,1369,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1369/PT11,0,100.079.146,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.146
Alkyl (C12-C14) dimethyl(ethylbenzyl)ammonium chloride (ADEBAC (C12-C14)),287-090-7,85409-23-0,1369,PT12-Slimicides,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1369/PT12,0,100.079.146,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.146
Alkyl (C12-C14) dimethyl(ethylbenzyl)ammonium chloride (ADEBAC (C12-C14)),287-090-7,85409-23-0,1369,PT22-Embalming and taxidermist fluids,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1369/PT22,0,100.079.146,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.146
Alkyl (C12-C14) dimethylbenzylammonium chloride (ADBAC (C12-C14)),287-089-1,85409-22-9,1366,PT01-Human hygiene,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1366/PT01,0,100.079.145,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.145
Alkyl (C12-C14) dimethylbenzylammonium chloride (ADBAC (C12-C14)),287-089-1,85409-22-9,1366,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1366/PT02,0,100.079.145,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.145
Alkyl (C12-C14) dimethylbenzylammonium chloride (ADBAC (C12-C14)),287-089-1,85409-22-9,1366,PT03-Veterinary hygiene,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1366/PT03,0,100.079.145,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.145
Alkyl (C12-C14) dimethylbenzylammonium chloride (ADBAC (C12-C14)),287-089-1,85409-22-9,1366,PT04-Food and feed area,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1366/PT04,0,100.079.145,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.145
Alkyl (C12-C14) dimethylbenzylammonium chloride (ADBAC (C12-C14)),287-089-1,85409-22-9,1366,PT10-Construction material preservatives,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1366/PT10,0,100.079.145,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.145
Alkyl (C12-C14) dimethylbenzylammonium chloride (ADBAC (C12-C14)),287-089-1,85409-22-9,1366,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1366/PT11,0,100.079.145,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.145
Alkyl (C12-C14) dimethylbenzylammonium chloride (ADBAC (C12-C14)),287-089-1,85409-22-9,1366,PT12-Slimicides,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1366/PT12,0,100.079.145,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.145
Alkyl (C12-C14) dimethylbenzylammonium chloride (ADBAC (C12-C14)),287-089-1,85409-22-9,1366,PT22-Embalming and taxidermist fluids,true,false,false,0,,,Italy,,Initial application for approval in progress,Open for taking over the role of participant,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1366/PT22,0,100.079.145,https://echa.europa.eu/substance-information/-/substanceinfo/100.079.145
Allyl isothiocyanate,200-309-2,57-06-7,1420,"PT09-Fibre, leather, rubber and polymerised materials preservatives",false,true,false,0,,,Netherlands,,,,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1420/PT09,0,100.000.281,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.281
alpha-bromadiolone,-,-,1863,PT14-Rodenticides,false,true,false,0,,,France,,Initial application for approval in progress,Opinion development by BPC,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1863/PT14,0,100.249.133,https://echa.europa.eu/substance-information/-/substanceinfo/100.249.133
alphachloralose,240-016-7,15879-93-3,3,PT14-Rodenticides,true,false,false,0,01/07/2011,30/06/2026,Poland,Approved,Renewal in progress,Competent authority evaluation,COMMISSION IMPLEMENTING DECISION (EU) 2023/2378,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D2378,EU-0005343-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/3/PT14,114,100.036.363,https://echa.europa.eu/substance-information/-/substanceinfo/100.036.363
Aluminium phosphide releasing phosphine,244-088-0,20859-73-8,4,PT14-Rodenticides,true,false,false,0,01/09/2011,31/01/2026,Germany,Approved,Renewal in progress,Competent authority evaluation,Commission Implementing Decision (EU) 2024/732,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D0732,EU-0005344-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/4/PT14,10,100.040.065,https://echa.europa.eu/substance-information/-/substanceinfo/100.040.065
Aluminium phosphide releasing phosphine,244-088-0,20859-73-8,4,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,01/02/2012,31/01/2026,Germany,Approved,Renewal in progress,Competent authority evaluation,Commission Implementing Decision (EU) 2024/732,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D0732,EU-0005345-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/4/PT18,3,100.040.065,https://echa.europa.eu/substance-information/-/substanceinfo/100.040.065
Aluminium phosphide releasing phosphine,244-088-0,20859-73-8,4,PT20-Control of other vertebrates,true,false,false,0,01/07/2015,31/01/2026,Germany,Approved,Renewal in progress,Competent authority evaluation,Decision (EU) 2025/461 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32025D0461,EU-0005346-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/4/PT20,1,100.040.065,https://echa.europa.eu/substance-information/-/substanceinfo/100.040.065
"Amines, C10-16-alkyldimethyl, N-oxides",274-687-2,70592-80-2,1239,PT04-Food and feed area,true,false,false,0,,,Portugal,No longer supported,,,Decision (EU) 2021/1283     ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021D1283,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1239/PT04,0,100.067.876,https://echa.europa.eu/substance-information/-/substanceinfo/100.067.876
"Amines, N-C10-16-alkyltrimethylenedi-, reaction products with chloroacetic acid",701-317-3,139734-65-9,1240,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,01/01/2018,31/12/2027,Ireland,Approved,,,Regulation (EU) 2016/1083,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32016R1083,EU-0013639-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1240/PT02,0,100.280.976,https://echa.europa.eu/substance-information/-/substanceinfo/100.280.976
"Amines, N-C10-16-alkyltrimethylenedi-, reaction products with chloroacetic acid",701-317-3,139734-65-9,1240,PT03-Veterinary hygiene,true,false,false,0,01/01/2018,31/12/2027,Ireland,Approved,,,Regulation (EU) 2016/1083,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32016R1083,EU-0012162-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1240/PT03,0,100.280.976,https://echa.europa.eu/substance-information/-/substanceinfo/100.280.976
"Amines, N-C10-16-alkyltrimethylenedi-, reaction products with chloroacetic acid",701-317-3,139734-65-9,1240,PT04-Food and feed area,true,false,false,0,01/01/2018,31/12/2027,Ireland,Approved,,,Regulation (EU) 2016/1083,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32016R1083,EU-0013640-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1240/PT04,0,100.280.976,https://echa.europa.eu/substance-information/-/substanceinfo/100.280.976
Ammonium bromide,235-183-8,12124-97-9,2243,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2018/1622 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2243/PT11,0,100.031.973,https://echa.europa.eu/substance-information/-/substanceinfo/100.031.973
Ammonium bromide,235-183-8,12124-97-9,2243,PT12-Slimicides,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2018/1622 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2243/PT12,0,100.031.973,https://echa.europa.eu/substance-information/-/substanceinfo/100.031.973
Ammonium sulfate,231-984-1,7783-20-2,2244,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2018/1622 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2244/PT11,0,100.029.076,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.076
Ammonium sulfate,231-984-1,7783-20-2,2244,PT12-Slimicides,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2018/1622 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2244/PT12,0,100.029.076,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.076
"Arnica montana, ext.",273-579-2,68990-11-4,2403,,false,,true,4,,,Switzerland,,Initial application for approval in progress,Competent authority evaluation,,,-,,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2403/null,0,100.066.871,https://echa.europa.eu/substance-information/-/substanceinfo/100.066.871
Ascorbic acid,200-066-2,50-81-7,1427,,false,,true,2,01/09/2013,,-,Approved,,,Regulation (EU) 528/2012 Annex I,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32012R0528,EU-0012342-0000,,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1427/null,0,100.000.061,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.061
Azoxystrobin,603-524-3,131860-33-8,1451,PT07-Film preservatives,false,true,false,0,01/11/2018,31/10/2025,Denmark,Approved,Other updates in progress,-,Commission Implementing Regulation (EU) 2018/614 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018R0614,EU-0018009-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1451/PT07,0,100.127.964,https://echa.europa.eu/substance-information/-/substanceinfo/100.127.964
Azoxystrobin,603-524-3,131860-33-8,1451,"PT09-Fibre, leather, rubber and polymerised materials preservatives",false,true,false,0,01/11/2018,31/10/2025,Denmark,Approved,Other updates in progress,-,Commission Implementing Regulation (EU) 2018/614 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018R0614,EU-0018014-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1451/PT09,0,100.127.964,https://echa.europa.eu/substance-information/-/substanceinfo/100.127.964
Azoxystrobin,603-524-3,131860-33-8,1451,PT10-Construction material preservatives,false,true,false,0,01/11/2018,31/10/2025,Denmark,Approved,Other updates in progress,-,Commission Implementing Regulation (EU) 2018/614 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018R0614,EU-0018008-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1451/PT10,0,100.127.964,https://echa.europa.eu/substance-information/-/substanceinfo/100.127.964
Bacillus amyloliquefaciens strain ISB06,-,-,1245,PT03-Veterinary hygiene,true,false,false,0,01/01/2018,31/12/2027,Germany,Approved,,,Reg (EU) 2016/1085,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32016R1085,EU-0014457-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1245/PT03,1,100.240.908,https://echa.europa.eu/substance-information/-/substanceinfo/100.240.908
bacillus sphaericus,604-356-3,143447-72-7,2249,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,,,-,No longer supported,,,Decision (EU) 2018/1622 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2249/PT18,0,100.126.584,https://echa.europa.eu/substance-information/-/substanceinfo/100.126.584
"Bacillus sphaericus 2362, strain ABTS-1743",604-356-3,143447-72-7,1244,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,01/07/2016,30/06/2026,Italy,Approved,,,(EU) 2015/417 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015R0417,EU-0012045-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1244/PT18,1,100.126.584,https://echa.europa.eu/substance-information/-/substanceinfo/100.126.584
Bacillus subtilis,614-244-6,68038-70-0,83,PT03-Veterinary hygiene,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2018/1622 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/83/PT03,0,100.132.987,https://echa.europa.eu/substance-information/-/substanceinfo/100.132.987
"Bacillus thuringiensis subsp. israelensis Serotype H14, Strain AM65-52",-,-,5,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,01/10/2013,31/03/2026,Italy,Approved,Renewal in progress,Competent authority evaluation, Implementing Decision (EU) 2023/1085,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D1085,EU-0005347-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/5/PT18,11,100.240.902,https://echa.europa.eu/substance-information/-/substanceinfo/100.240.902
"bacillus thuringiensis subsp. israelensis, serotype H14",-,-,2250,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,,,-,No longer supported,,,Decision (EU) 2018/1622 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2250/PT18,0,100.303.381,https://echa.europa.eu/substance-information/-/substanceinfo/100.303.381
