NO,CAS No.,Value,Chemical Name,KE No.,Toxic substances,Substances requiring preparation for accidents,Restricted substances,Prohibited substances,Permitted substances,Substances subject to intensive control,Persistent pollutants,Percentage & Regulatory Information,Legacy_yn
10286,160673-95-0,YES,"2,5-Isopropyl-1,4-dibutoxybenzene",KE-21693,,,,,,,,,
10287,18181-80-1,YES,"Isopropyl 4,4'-dibromobenzilate; Bromopropylate",KE-21692,,,,,,,,,
10288,,YES,"Isopropyl(or dialkyl, C=4-22) epoxyhexahydrophthalate",KE-21691,,,,,,,,,
10289,2311-59-3,YES,Isopropyl decanoate,KE-21690,,,,,,,,,
10290,3875-51-2,YES,Isopropylcyclopentane,KE-21689,,,,,,,,,
10291,500-02-7,YES,4-Isopropylcyclohex-2-en-1-one,KE-21688,,,,,,,,,
10292,5432-85-9,YES,4-Isopropylcyclohexan-1-one,KE-21687,,,,,,,,,
10293,1004-77-9,YES,2-Isopropylcyclohexan-1-one,KE-21686,,,,,,,,,
10294,696-29-7,YES,Isopropylcyclohexane,KE-21685,,,,,,,,,
10295,638-11-9,YES,Isopropyl butyrate,KE-21684,,,,,,,,,
10296,18060-77-0,YES,Isopropyl 2-butenoate,KE-21683,,,,,,,,,
10297,,YES,Isopropylbenzyl chloride,KE-21682,,,,,,,,,
10298,50456-34-3,YES,3-[(Isopropyl)(benzyl)amino]-2-hydroxypropanamine,KE-21681,,,,,,,,,
10299,536-60-7,YES,4-Isopropylbenzyl alcohol; Cuminyl alcohol,KE-21680,,,,,,,,,
10300,50723-80-3,YES,"3-Isopropyl-1H-2,1,3-benzothiadiazin-4(3H)-one, 2,2-dioxide, sodium salt; Bentazon-Na",KE-21679,,,,,,,,,
10301,25057-89-0,YES,"3-Isopropyl-1H-2,1,3-benzothiadiazin-4(3H)-one 2,2-dioxide; Bentazone",KE-21678,,,,,,,,,
10302,536-66-3,YES,4-Isopropylbenzoic acid,KE-21677,,,,,,,,,
10303,122-03-2,YES,p-Isopropylbenzaldehyde; Cuminic aldehyde,KE-21676,,,,,,,,,
10304,90480-88-9,YES,Isopropylated phenol,KE-21675,,,,,,,,,
10305,38758-15-5,YES,2-[[[(Isopropyl)amino]sulfonyl]amino]benzoic acid,KE-21674,,,,,,,,,
10306,160961-31-9,YES,3(or 4)-[2-(Isopropylamino)ethyl]styrene-styrene-3(4)-ethylstyrene-2-ethylhexyl acrylate-2-hydroxyethyl acrylate copolymer,KE-21673,,,,,,,,,
10307,160867-09-4,YES,3(or 4)-[2-(Isopropylamino)ethyl]styrene-styrene-3(or 4)-ethylstyrene-butyl acrylate-2-hydroxyethyl acrylate copolymer,KE-21672,,,,,,,,,
10308,689-12-3,YES,Isopropyl acrylate,KE-21671,,,,,,,,,
10309,108-21-4,YES,Isopropyl acetate,KE-21670,,,,,,,,,
10310,87133-45-7,YES,Isopropoxytri-n-octyloyloxy titanium(IV),KE-21669,,,,,,,,,
10311,55814-41-0,YES,3'-Isopropoxy-o-toluanilide; Mepronil,KE-21668,,,,,,,,,
10312,,YES,N-[(3-Isopropoxy)propyl]-3-amino(or H)-4-hydroxybenzensulfonamide,KE-21667,,,,,,,,,
10313,3944-36-3,YES,1-Isopropoxy-2-propanol,KE-21666,,,,,,,,,
10314,114-26-1,YES,Propoxur,KE-21665,97-1-368,,,,,,,유독물질 : 프로폭서 및 이를 1% 이상 함유한 혼합물,
10315,68586-02-7,YES,"Ethoxybis(pentane-2,4-dionato-O,O')(propan-2-olato)titanium; Isopropoxyethoxytitanium bis(acetylacetonate)",KE-21664,,,,,,,,,
10316,29681-21-8,YES,2-[2-(2-Isopropoxyethoxy)ethoxy]ethanol,KE-21663,,,,,,,,,
10317,5412-01-1,YES,2-(2-Isopropoxyethoxy)ethanol,KE-21662,,,,,,,,,
10318,31218-83-4,YES,Propetamphos,KE-21661,97-1-367,,,,,,,유독물질 : 프로페탐포스 및 이를 1% 이상 함유한 혼합물,
10319,,YES,Isopropoxyalkyl(C=2-8) aluminium chloride,KE-21660,,,,,,,,,
10320,116-11-0,YES,Isopropenyl methyl ether,KE-21659,,,,,,,,,
10321,536-59-4,YES,4-Isopropenylcyclohex-1-en-1-ylmethanol,KE-21658,,,,,,,,,
10322,,YES,Isopropenyl carboxylic acid fluorinated linear or branched alkyl(C=8-42) ester,KE-21657,,,,,,,,,
10323,108-22-5,YES,Isopropenyl acetate,KE-21656,,,,,,,,,
10324,192662-41-2,YES,"Isophthalic acid, terephthalic acid, tetrahydrophthalic anhydride, 1,4-cyclohexanedicarboxylic acid, 2,2-dimethyl-1,3-propanediol, ethylene glycol, bisphenol A-propylene oxide polymer",KE-21655,,,,,,,,,
10325,192888-52-1,YES,"Isophthalic acid, terephthalic acid, adipic acid, 1,4-cyclohexanedicarboxylic acid, 2,2-dimethyl-1,3-propanediol, ethylene glycol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 1,2-propanediol polyol, methyl methacrylate, methacrylic acid, n-butyl methacrylate, 2-hydroxyethyl methacrylate, styrene, butyl acrylate polyol, 1,6-hexamethylene diisocyanate copolymer",KE-21654,,,,,,,,,
10326,192662-40-1,YES,"Isophthalic acid, terephthalic acid, adipic acid, 1,4-cyclohexanedicarboxylic acid, 2,2-dimethyl-1,3-propanediol, ethylene glycol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 1,2-propanediol polymer",KE-21653,,,,,,,,,
10327,68134-41-8,YES,"Isophthalic acid, pyromellitic acid, 5-sulfoisophthalic acid sodium salt, diethylene glycol polymer",KE-21652,,,,,,,,,
10328,68123-59-1,YES,"Isophthalic acid, propylene glycol, trimethylolpropane polymer",KE-21651,,,,,,,,,
10329,68400-68-0,YES,"Isophthalic acid, propylene glycol, linoleic acid dimer polymer",KE-21650,,,,,,,,,
10330,32626-12-3,YES,"Isophthalic acid polymer with maleic anhydride, 1,2-propanediol and styrene",KE-21649,,,,,,,,,
10331,36346-15-3,YES,Isophthalic acid polymer with maleic anhydride and diethylene glycol and propylene glycol,KE-21648,,,,,,,,,
10332,192662-39-8,YES,"Isophthalic acid, polymer with ethylene glycol, maleic anhydride, fumaric acid and 1,2-propanediol",KE-21647,,,,,,,,,
10333,31342-17-3,YES,Isophthalic acid polymer with dipropylene glycol and maleic anhydride,KE-21646,,,,,,,,,
10334,26588-89-6,YES,"Isophthalic acid polyester with 3-hydroxy-2,2-dimethylpropyl 2,2-dimethylhydracrylate",KE-21645,,,,,,,,,
10335,26249-22-9,YES,"Isophthalic acid polyester with fumaric acid and 1,2-propanediol",KE-21644,,,,,,,,,
10336,31070-11-8,YES,"Isophthalic acid polyester with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and 3-hydroxy-2,2-dimethylpropyl 2,2-dimethylhydracrylate",KE-21643,,,,,,,,,
10337,191940-71-3,YES,"Isophthalic acid, polyester with 2,2-dimethyl-1,3-propanediol, ethylene glycol, fumaric acid and maleic anhydride",KE-21642,,,,,,,,,
10338,26811-89-2,YES,"Isophthalic acid polyester with 2,2-dimethyl-1,3-propanediol",KE-21641,,,,,,,,,
10339,27437-40-7,YES,"Isophthalic acid polyester with diethylene glycol, maleic anhydride, phthalic anhydride and 1,2-propanediol",KE-21640,,,,,,,,,
10340,28133-55-3,YES,"Isophthalic acid polyester with diethylene glycol, ethylene glycol and fumaric acid",KE-21639,,,,,,,,,
10341,29011-83-4,YES,"Isophthalic acid polyester with diethylene glycol, 2,2-dimethyl-1,3-propanediol and maleic anhydride",KE-21638,,,,,,,,,
10342,26021-96-5,YES,Isophthalic acid polyester with diethylene glycol and maleic anhydride,KE-21637,,,,,,,,,
10343,34230-29-0,YES,"Isophthalic acid polyester with adipic acid, maleic anhydride and 1,2-propanediol",KE-21636,,,,,,,,,
10344,28433-29-6,YES,"Isophthalic acid polyester with adipic acid, ethylene glycol and terephthalic acid",KE-21635,,,,,,,,,
10345,28477-54-5,YES,"Isophthalic acid polyester with adipic acid, 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and 2,2,4-trimethyl-1,3-pentanediol",KE-21634,,,,,,,,,
10346,28430-17-3,YES,"Isophthalic acid polyester with adipic acid, 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and 1,2-propanediol",KE-21633,,,,,,,,,
10347,31227-05-1,YES,"Isophthalic acid polyester with adipic acid, 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and 4,4'-isopropylidenedicyclohexanol",KE-21632,,,,,,,,,
10348,31260-98-7,YES,"Isophthalic acid polyester with adipic acid, 2,2-dimethyl-1,3-propanediol and maleic anhydride",KE-21631,,,,,,,,,
10349,31048-27-8,YES,"Isophthalic acid polyester with adipic acid, 2,2-dimethyl-1,3-propanediol and glycerol",KE-21630,,,,,,,,,
10350,28472-89-1,YES,"Isophthalic acid polyester with adipic acid, diethylene glycol and maleic anhydride",KE-21629,,,,,,,,,
10351,26140-99-8,YES,"Isophthalic acid polyester with adipic acid and 1,2-propanediol",KE-21628,,,,,,,,,
10352,27014-85-3,YES,Isophthalic acid polyester with adipic acid and ethylene glycol,KE-21627,,,,,,,,,
10353,26141-00-4,YES,"Isophthalic acid polyester with adipic acid and 2,2-dimethyl-1,3-propanediol",KE-21626,,,,,,,,,
10354,26141-01-5,YES,"Isophthalic acid polyester with adipic acid and 1,3-butanediol",KE-21625,,,,,,,,,
10355,25722-07-0,YES,"Isophthalic acid polyamide with 1,6-hexanediamine",KE-21624,,,,,,,,,
10356,26375-06-4,YES,"Isophthalic acid polyamide with hexahydro-2H-azepin-2-one and 1,6-hexanediamine",KE-21623,,,,,,,,,
10357,29009-00-5,YES,"Isophthalic acid polyamide with 5-amino-1,3,3-trimethylcyclohexanemethylamine and hexahydro-2H-azepin-2-one",KE-21622,,,,,,,,,
10358,191940-70-2,YES,"Isophthalic acid, phthalic anhydride, 1,6-hexanediol, 1,2-propanediol, ethylene glycol, 2,2-dimethyl-1,3-propanediol polymer",KE-21621,,,,,,,,,
10359,70776-80-6,YES,"Isophthalic acid, phthalic anhydride, ethylene glycol, hydroabietyl alcohol polymer",KE-21620,,,,,,,,,
10360,68122-62-3,YES,"Isophthalic acid, pentaerythritol, soybean oil, safflower oil polymer",KE-21619,,,,,,,,,
10361,68515-02-6,YES,"Isophthalic acid, pentaerythritol, rosin polymer",KE-21618,,,,,,,,,
10362,32628-22-1,YES,"Isophthalic acid, pentaerythritol polymer",KE-21617,,,,,,,,,
10363,20052-18-0,YES,"2-Methoxy-1,2,3,4-tetrahydronaphthalene",KE-23399,,,,,,,,,
10364,68132-14-9,YES,"Isophthalic acid, pentaerythritol, glycerin, safflower oil polymer",KE-21616,,,,,,,,,
10365,68586-09-4,YES,"Isophthalic acid, neopentyl glycol, pelargonic acid, trimellitic anhydride polymer",KE-21615,,,,,,,,,
10366,32762-75-7,YES,"Isophthalic acid, neopentyl glycol, maleic anhydride, propylene glycol polymer",KE-21614,,,,,,,,,
10367,72403-55-5,YES,"Isophthalic acid, neopentyl glycol, ethylene glycol, propylene glycol, maleic anhydride, styrene polymer",KE-21613,,,,,,,,,
10368,50328-12-6,YES,"Isophthalic acid-maleic anhydride phthalic anhydride-propylene glycol copolymer; 1,3-Benzenedicarboxylic acid polymer with 2,5-furandione, 1,3-isobenzofurandione and 1,2-propanediol",KE-21612,,,,,,,,,
10369,67939-09-7,YES,"Isophthalic acid, maleic anhydride, ethylene glycol, propylene glycol, styrene polymer",KE-21611,,,,,,,,,
10370,26795-76-6,YES,"Isophthalic acid, maleic anhydride, ethylene glycol, diethylene glycol polymer",KE-21610,,,,,,,,,
10371,68110-17-8,YES,"Isophthalic acid, maleic anhydride, dimethyl glutarate, propylene glycol, diethylene glycol polymer",KE-21609,,,,,,,,,
10372,68310-37-2,YES,"Isophthalic acid, maleic anhydride, diethylene glycol, propylene glycol, trimethylolpropane polymer",KE-21608,,,,,,,,,
10373,65700-33-6,YES,"Isophthalic acid, maleic anhydride, diethylene glycol, dipropylene glycol polymer",KE-21607,,,,,,,,,
10374,71383-08-9,YES,"Isophthalic acid, 5-lithiosulfoisophthalic acid, diethylene glycol, and 1,4-cyclohexanedimethanol polymer",KE-21606,,,,,,,,,
10375,192230-22-1,YES,"Isophthalic acid, linseed oil, trimethylolethane, ethylene glycol polymer",KE-21605,,,,,,,,,
10376,192230-21-0,YES,"Isophthalic acid, linseed oil, rosin, ethylene glycol, pentaerythritol, glycerol, maleic anhydride polymer",KE-21604,,,,,,,,,
10377,68186-57-2,YES,"Isophthalic acid, isononanoic acid, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, propylene glycol polymer",KE-21603,,,,,,,,,
10378,,YES,"Isophthalic acid, 1,6-hexanediol, ethylene glycol, isophorone diisocyanate polymer",KE-21602,,,,,,,,,
10379,50258-68-9,YES,"Isophthalic acid-hexamethylene glycol-propylene glycol copolymer; 1,3-Benzenedicarboxylic acid polymer 1,6-hexanediol and 1,2-proanediol",KE-21601,,,,,,,,,
10380,74499-49-3,YES,3-Methyl-2-butenoic acid 2-ethyl-6-methyl-5-heptenyl ester,KE-23604,,,,,,,,,
10381,638-10-8,YES,3-Methyl-2-butenoic acid ethyl ester,KE-23603,,,,,,,,,
10382,55514-48-2,YES,2-Methyl-2-butenoic acid ethyl ester,KE-23602,,,,,,,,,
10383,74499-54-0,YES,"3-Methyl-3-butenoic acid 3,7-dimethyloctyl ester",KE-23601,,,,,,,,,
10384,74499-51-7,YES,"3-Methyl-3-butenoic acid 3,7-dimethyl-7-octenyl ester",KE-23600,,,,,,,,,
10385,74499-50-6,YES,"3-Methyl-3-butenoic acid 3,7-dimethyl-6-octenyl ester",KE-23599,,,,,,,,,
10386,74499-48-2,YES,"3-Methyl-2-butenoic acid 3,7-dimethyl-7-octenyl ester",KE-23598,,,,,,,,,
10387,20770-40-5,YES,"3-Methyl-2-butenoic acid 3,7-dimethyl-6-octenyl ester",KE-23597,,,,,,,,,
10388,7785-64-0,YES,(Z)-2-Methyl-2-butenoic acid butyl ester,KE-23596,,,,,,,,,
10389,7785-66-2,YES,(E)-2-Methyl-2-butenoic acid butyl ester,KE-23595,,,,,,,,,
10390,80-59-1,YES,(E)-2-Methylbut-2-enoic acid,KE-23594,,,,,,,,,
10391,541-47-9,YES,3-Methyl-2-butenoic acid,KE-23593,,,,,,,,,
10392,13201-46-2,YES,2-Methyl-2-butenoic acid,KE-23592,,,,,,,,,
10393,68295-50-1,YES,"2-Methylbutene polymer with 2,5-furandione, 1-pentene and 2-pentene",KE-23591,,,,,,,,,
10394,498-24-8,YES,(E)-2-Methyl-2-butenedioic acid,KE-23590,,,,,,,,,
10395,7407-59-2,YES,2-Methyl-2-butenedioic acid,KE-23589,,,,,,,,,
10396,563-45-1,YES,3-Methylbut-1-ene,KE-23588,,,,,,,,,
10397,513-35-9,YES,2-Methyl-2-butene,KE-23587,,,,,,,,,
10398,563-46-2,YES,2-Methylbut-1-ene,KE-23586,,,,,,,,,
10399,108-12-3,YES,3-Methylbutanoyl chloride; Isovaleryl chloride,KE-23585,,,,,,,,,
10400,563-80-4,YES,3-Methyl-2-butanone; Methyl isopropyl ketone,KE-23584,,,,,,,,,
10401,105-68-0,YES,3-Methyl-1-butanol propanoate; Isoamyl propionate,KE-23583,,,,,,,,,
10402,110-45-2,YES,3-Methyl-1-butanol formate; Isoamyl formate,KE-23582,,,,,,,,,
10403,2466-67-3,YES,3-Methyl-1-butanol dihydrogen phosphate,KE-23581,,,,,,,,,
10404,123-92-2,YES,3-Methyl-1-butanol acetate,KE-23580,,,,,,,,,
10405,624-41-9,YES,2-Methyl-1-butanol acetate,KE-23579,,,,,,,,,
10406,1565-80-6,YES,(S)-2-Methylbutan-1-ol,KE-23578,,,,,,,,,
10407,1572-93-6,YES,(R)-3-Methyl-2-butanol,KE-23577,,,,,,,,,
10408,598-75-4,YES,3-Methylbutan-2-ol,KE-23576,,,,,,,,,
10409,123-51-3,YES,3-Methyl-1-butanol; Isoamyl alcohol,KE-23575,,,,,,,,,
10410,83572-74-1,YES,2(or 3)-Methylbutan-1-ol,KE-23574,,,,,,,,,
10411,75-85-4,YES,2-Methylbutan-2-ol,KE-23573,,,,,,,,,
10412,137-32-6,YES,2-Methylbutan-1-ol,KE-23572,,,,,,,,,
10413,50858-14-5,YES,Methylbutan-1-ol,KE-23571,,,,,,,,,
10414,2835-39-4,YES,3-Methylbutanoic acid 2-propenyl ester; Allyl isovalerate,KE-23570,,,,,,,,,
10415,620-63-3,YES,"3-Methylbutanoic acid 1,2,3-propanetriyl ester",KE-23569,,,,,,,,,
10416,68039-26-9,YES,2-Methylbutanoic acid pentyl ester,KE-23568,,,,,,,,,
10417,7786-58-5,YES,3-Methylbutanoic acid octyl ester; Octyl isovalerate,KE-23567,,,,,,,,,
10418,589-59-3,YES,3-Methylbutanoic acid 2-methylpropyl ester,KE-23566,,,,,,,,,
10419,66576-71-4,YES,2-Methylbutanoic acid 1-methylethyl ester,KE-23565,,,,,,,,,
10420,556-24-1,YES,"3-Methylbutanoic acid methyl ester; Methyl 3-methylbutanoate, Methyl isovalerate",KE-23564,,,,,,,,,
10421,659-70-1,YES,"3-Methylbutanoic acid 3-methylbutyl ester; 3-Methylbutyl 3-methylbutanoate, Isoamyl isovalerate",KE-23563,,,,,,,,,
10422,27625-35-0,YES,2-Methylbutanoic acid 3-methylbutyl ester; Isoamyl 2-methylbutyrate,KE-23562,,,,,,,,,
10423,10032-13-0,YES,3-Methylbutanoic acid hexyl ester,KE-23561,,,,,,,,,
10424,10032-15-2,YES,2-Methylbutanoic acid hexyl ester; Hexyl 2-methylbutanoate,KE-23560,,,,,,,,,
10425,35154-45-1,YES,(Z)-3-Methylbutanoic acid 3-hexenyl ester,KE-23559,,,,,,,,,
10426,53398-85-9,YES,(Z)-2-Methylbutanoic acid 3-hexenyl ester,KE-23558,,,,,,,,,
10427,68698-59-9,YES,(E)-3-Methylbutanoic acid 2-hexenyl ester,KE-23557,,,,,,,,,
10428,10032-11-8,YES,3-Methylbutanoic acid 3-hexenyl ester,KE-23556,,,,,,,,,
10429,10094-41-4,YES,2-Methylbutanoic acid 3-hexenyl ester; Hex-3-enyl 2-methylbutyrate,KE-23555,,,,,,,,,
10430,108-64-5,YES,3-Methylbutanoic acid ethyl ester; Ethyl 3-methylbutanoate,KE-23554,,,,,,,,,
10431,7452-79-1,YES,2-Methylbutanoic acid ethyl ester; Ethyl 2-methylbutyrate,KE-23553,,,,,,,,,
10432,69070-61-7,YES,"2-Methylbutanoic acid 1-ethenyl-1,5-dimethyl-4-hexenyl ester",KE-23552,,,,,,,,,
10433,68368-54-7,YES,"2-Methylbutanoic acid 3,7-dimethyloctyl ester",KE-23551,,,,,,,,,
10434,68922-10-1,YES,"3-Methylbutanoic acid 3,7-dimethyl-6-octenyl ester",KE-23550,,,,,,,,,
10435,51117-19-2,YES,"(Z)-2-Methylbutanoic acid 3,7-dimethyl-2,6-octadienyl ester",KE-23549,,,,,,,,,
10436,72928-48-4,YES,3-Methylbutanoic acid decyl ester,KE-23548,,,,,,,,,
10437,15706-73-7,YES,2-Methylbutanoic acid butyl ester,KE-23547,,,,,,,,,
10438,1519-23-9,YES,2-Methylbutanoic acid anhydride,KE-23546,,,,,,,,,
10439,503-74-2,YES,3-Methylbutanoic acid; Isovaleric acid,KE-23545,,,,,,,,,
10440,116-53-0,YES,2-Methylbutanoic acid,KE-23544,,,,,,,,,
10441,62875-07-4,YES,"2-Methylbutane-1,2,4-triol",KE-23543,,,,,,,,,
10442,2568-33-4,YES,"3-Methyl-1,3-butanediol",KE-23542,,,,,,,,,
10443,50468-22-9,YES,"3-Methylbutane-1,2-diol",KE-23541,,,,,,,,,
10444,5396-58-7,YES,"2-Methylbutane-2,3-diol",KE-23540,,,,,,,,,
10445,2938-98-9,YES,"2-Methylbutane-1,4-diol",KE-23539,,,,,,,,,
10446,1604-11-1,YES,Methyl-butanedioic acid dimethyl ester,KE-23538,,,,,,,,,
10447,78-78-4,YES,2-Methylbutane,KE-23537,,,,,,,,,
10448,590-86-3,YES,3-Methylbutanal,KE-23536,,,,,,,,,
10449,96-17-3,YES,2-Methylbutanal,KE-23535,,,,,,,,,
10450,68081-82-3,YES,"2-Methyl-1,3-butadiene polymer with 2-methyl-1-propene, chlorinated",KE-23534,,,,,,,,,
10451,68441-14-5,YES,"2-Methyl-1,3-butadiene polymer with 2-methyl-1-propene, brominated",KE-23533,,,,,,,,,
10452,9010-85-9,YES,"2-Methyl-1,3-butadiene polymer with 2-methyl-1-propene",KE-23532,,,,,,,,,
10453,68071-29-4,YES,"2-Methyl-1,3-butadiene homopolymer, phenol-modified",KE-23531,,,,,,,,,
10454,68649-03-6,YES,"2-Methyl-1,3-butadiene homopolymer, of cis-1,4-configuration, chlorinated",KE-23530,,,,,,,,,
10455,68441-58-7,YES,"2-Methyl-1,3-butadiene homopolymer, chlorinated",KE-23529,,,,,,,,,
10456,9003-31-0,YES,"2-Methyl-1,3-butadiene homopolymer",KE-23528,,,,,,,,,
10457,598-25-4,YES,"3-Methylbuta-1,2-diene",KE-23527,,,,,,,,,
10458,78-79-5,YES,Isoprene,KE-23526,2019-1-932,78,,,,별표-38,,유독물질 : 이소프렌[Isoprene; 78-79-5] 및 이를 0.1% 이상 함유한 혼합물 / 사고대비물질 : 이소프렌 및 이를 25% 이상 함유한 혼합물,
10459,26898-17-9,YES,Methylbis(phenylmethyl)benzene; Dibenzyltoluene,KE-23525,,,,,,,,,
10460,55901-03-6,YES,"α-[5-Methyl-2,3-bis(2-phenylethyl)phenyl]-ω-hydroxypoly(oxy-1,2-ethanediyl)",KE-23524,,,,,,,,,
10461,1817-68-1,YES,"4-Methyl-2,6-bis(1-phenylethyl)phenol",KE-23523,,,,,,,,,
10462,1159-53-1,YES,"4-Methyl-N,N-bis(4-methylphenyl)benzenamine",KE-23522,,,,,,,,,
10463,,YES,"3-Methyl-N-[4-[bis[4-[(3-methylphenyl)amino]phenyl]methylene]-2,5-cyclohexadien-1-ylidene]benzenamine",KE-23521,,,,,,,,,
10464,123-70-6,YES,Methylbis(3-methylaminopropyl)amine,KE-23520,,,,,,,,,
10465,,YES,Methylbis(hydroxyphenyl)acetate,KE-23519,,,,,,,,,
10466,,YES,"4-Methyl-N,N'-bis(2-ethoxyalkyl)toluene-α,α'-diamine",KE-23518,,,,,,,,,
10467,,YES,"3(or 4)-Methyl-5(or 6)-[bis(2,3-epoxypropyl)amino]aniline",KE-23517,,,,,,,,,
10468,123960-32-7,YES,"2-Methylbis(1,1-dimethylethyl)benzenediamine",KE-23516,,,,,,,,,
10469,3855-32-1,YES,N-Methylbis[3-(dimethylamino)propyl]amine,KE-23515,,,,,,,,,
10470,42137-88-2,YES,"4-Methyl-N,N-bis(2-chloroethyl)benzenesulfonamide",KE-23514,,,,,,,,,
10471,99886-53-0,YES,"1-O-Methyl-3,5-bis(4-chlorobenzoyl)-2-deoxy-D-ribofuranose",KE-23513,,,,,,,,,
10472,,YES,"1-Methyl-3,4-bis[6-[5-acetylamino-2-methoxy-4-(4,8-disulfo-2-naphthylazo)phenyl]amino-4-chloro-1,3,5-triazin-2-ylamino]benzene sodium salt",KE-23512,,,,,,,,,
10473,28652-72-4,YES,"Methylbiphenyl; Methyl-1,1'-biphenyl",KE-23511,,,,,,,,,
10474,67845-29-8,YES,3-Methylbicyclo[2.2.1]hept-5-ene-2-carboxylic acid ethyl ester; Ethyl 3-methylbicyclo[2.2.1]hept-5-ene-2-carboxylate,KE-23510,,,,,,,,,
10475,1212-53-9,YES,Methyl N-benzyloxycarbonylglycinate,KE-23509,,,,,,,,,
10476,618-36-0,YES,DL-α-Methylbenzylamine; (±)-α-Methylbenzenemethanamine,KE-23508,,,,,,,,,
10477,15206-55-0,YES,Methyl benzoylformate,KE-23507,,,,,,,,,
10478,874-60-2,YES,4-Methylbenzoyl chloride; p-Toluoyl chloride,KE-23506,,,,,,,,,
10479,1711-06-4,YES,3-Methylbenzoyl chloride; m-Toluoyl chloride,KE-23505,,,,,,,,,
10480,933-88-0,YES,2-Methylbenzoyl chloride; o-Toluoyl chloride,KE-23504,,,,,,,,,
10481,606-28-0,YES,Methyl 2-benzoylbenzoate,KE-23503,,,,,,,,,
10482,18039-18-4,YES,4-[2-[4-(5-Methyl-2-benzoxazolyl)phenyl]ethenyl]benzoic acid methyl ester,KE-23502,,,,,,,,,
10483,88477-37-6,YES,"2,2'-[[(Methyl-1H-benzotriazol-1-yl)methyl]imino]bisethanol",KE-23501,,,,,,,,,
10484,67924-12-3,YES,5-Methyl-1H-benzotriazole sulfate (2:1),KE-23500,,,,,,,,,
10485,64665-57-2,YES,"4(or 5)-Methyl-1H-benzotriazole sodium salt; Tolytriazole, sodium salt, Sodium 4(or 5)-methyl-1H-benzotriazolide",KE-23499,,,,,,,,,
10486,64665-53-8,YES,4(or 5)-Methyl-1H-benzotraizole potassium salt,KE-23498,,,,,,,,,
10487,136-85-6,YES,5-Methyl-1H-benzotriazole,KE-23497,,,,,,,,,
10488,13351-73-0,YES,1-Methyl-1H-benzotriazole,KE-23496,,,,,,,,,
10489,29385-43-1,YES,"Methylbenzotriazole; Tolyl triazole, Methyl-1H-benzotriazole",KE-23495,,,,,,,,,
10490,113053-50-2,YES,Methyl 1H-benzotriazole-5-carboxylate,KE-23494,,,,,,,,,
10491,20174-68-9,YES,4-Methyl-2(3H)-benzothiazolone hydrazone; 2-Hydrazino-4-methylbenzothiazole,KE-23493,,,,,,,,,
10492,,YES,"α-[5 or 6-(3-Methyl-2-benzothiazolinylidene)amino-1-benzotriazolyl]-α-pivaloyl-2-chloro-5-[γ-(2,4-di-tert-pentylphenoxy)-butylamido]acetanilide",KE-23492,,,,,,,,,
10493,61681-34-3,YES,"5-(3-Methyl-1,3-benzothiazolin-2-ylideneamino)benzotriazole",KE-23491,,,,,,,,,
10494,,YES,Methylbenzothiazine ethyl ester,KE-23490,,,,,,,,,
10495,52549-17-4,YES,"α-Methyl-5H-[1]benzopyrano[2,3-b]pyridine-7-acetic acid;2-(5H-[1]-Benzopyrano[2,3-b]pyridin-7-yl)propionic acid: Pranoprofen",KE-23489,,,,,,,,,
10496,92-48-8,YES,"6-Methyl-2H-1-benzopyran-2-one; 6-Methylcoumarin, 6-Methylbenzopyrone",KE-23488,,,,,,,,,
10497,99-94-5,YES,4-Methylbenzoic acid; p-Toluic acid,KE-23487,,,,,,,,,
10498,118-90-1,YES,2-Methylbenzoic acid; o-Toluic acid,KE-23486,,,,,,,,,
10499,25567-10-6,YES,Methylbenzoic acid; Toluic acid,KE-23485,,,,,,,,,
10500,1205-17-0,YES,"α-Methyl-1,3-benzodioxole-5-propionaldehyde; Helional",KE-23484,,,,,,,,,
10501,93-58-3,YES,Methyl benzoate,KE-23483,,,,,,,,,
10502,4083-64-1,YES,4-Methylbenzenesulfonyl isocyanate,KE-23482,,,,,,,,,
10503,98-59-9,YES,4-Methylbenzenesulfonyl chloride,KE-23481,,,,,,,,,
10504,15404-00-9,YES,4-Methylbenzenesulfonic acid triethylamine salt,KE-23480,,,,,,,,,
10505,657-84-1,YES,4-Methylbenzenesulfonic acid sodium salt,KE-23479,,,,,,,,,
10506,80-48-8,YES,4-Methylbenzensulfonic acid methyl ester; Methyl toluene-4-sulfonate,KE-23478,,,,,,,,,
10507,66375-36-8,YES,"Methylbenzenesulfonic acid compd. with 4,4-dimethyloxazolidine (1:1); 4,4-Dimethyloxazolidinium toluenesulfonate",KE-23477,,,,,,,,,
10508,104-15-4,YES,p-Toluene sulfonic acid,KE-23476,,,,,,,,,
