ID,CASRN,casregno,UID,EXP,ChemName,DEF,UVCB,FLAG,ACTIVITY
239,60-92-4,60924,,,"Adenosine, cyclic 3',5'-(hydrogen phosphate)",,,,ACTIVE
240,60-93-5,60935,,,"Cinchonan-9-ol, 6'-methoxy-, hydrochloride (1:2), (8.alpha.,9R)-",,,,INACTIVE
241,61-19-8,61198,,,5'-Adenylic acid,,,,ACTIVE
242,61-25-6,61256,,,"Isoquinoline, 1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-, hydrochloride (1:1)",,,,ACTIVE
243,61-28-9,61289,,,"2H-Indol-2-one, 1-ethyl-1,3-dihydro-",,,,INACTIVE
244,61-31-4,61314,,,"1-Naphthaleneacetic acid, sodium salt (1:1)",,,,ACTIVE
245,61-73-4,61734,,,"Phenothiazin-5-ium, 3,7-bis(dimethylamino)-, chloride (1:1)",,,,ACTIVE
246,61-76-7,61767,,,"Benzenemethanol, 3-hydroxy-.alpha.-[(methylamino)methyl]-, hydrochloride (1:1), (.alpha.R)-",,,,ACTIVE
247,61-78-9,61789,,,"Glycine, N-(4-aminobenzoyl)-",,,,INACTIVE
248,61-82-5,61825,,,"1H-1,2,4-Triazol-5-amine",,,,ACTIVE
249,61-90-5,61905,,,L-Leucine,,,,ACTIVE
250,62-23-7,62237,,,"Benzoic acid, 4-nitro-",,,,ACTIVE
251,62-31-7,62317,,,"1,2-Benzenediol, 4-(2-aminoethyl)-, hydrochloride (1:1)",,,,ACTIVE
252,62-33-9,62339,,,"Calciate(2-), [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]-, sodium (1:2), (OC-6-21)-",,,,ACTIVE
253,62-38-4,62384,,,"Mercury, (acetato-.kappa.O)phenyl-",,,,ACTIVE
254,62-44-2,62442,,,"Acetamide, N-(4-ethoxyphenyl)-",,,S,ACTIVE
255,62-49-7,62497,,,"Ethanaminium, 2-hydroxy-N,N,N-trimethyl-",,,,ACTIVE
256,62-50-0,62500,,,"Methanesulfonic acid, ethyl ester",,,S,ACTIVE
257,62-51-1,62511,,,"1-Propanaminium, 2-(acetyloxy)-N,N,N-trimethyl-, chloride (1:1)",,,,ACTIVE
258,62-53-3,62533,,,Benzenamine,,,,ACTIVE
259,62-54-4,62544,,,"Acetic acid, calcium salt (2:1)",,,,ACTIVE
260,62-55-5,62555,,,Ethanethioamide,,,,ACTIVE
261,62-56-6,62566,,,Thiourea,,,,ACTIVE
262,62-57-7,62577,,,"Alanine, 2-methyl-",,,,ACTIVE
263,62-73-7,62737,,,"Phosphoric acid, 2,2-dichloroethenyl dimethyl ester",,,,ACTIVE
264,62-74-8,62748,,,"Acetic acid, 2-fluoro-, sodium salt (1:1)",,,,ACTIVE
265,62-75-9,62759,,,"Methanamine, N-methyl-N-nitroso-",,,,ACTIVE
266,62-76-0,62760,,,"Ethanedioic acid, sodium salt (1:2)",,,,ACTIVE
267,63-25-2,63252,,,"1-Naphthalenol, 1-(N-methylcarbamate)",,,,ACTIVE
268,63-37-6,63376,,,5'-Cytidylic acid,,,,ACTIVE
269,63-42-3,63423,,,"D-Glucose, 4-O-.beta.-D-galactopyranosyl-",,,,ACTIVE
270,63-68-3,63683,,,L-Methionine,,,,ACTIVE
271,63-74-1,63741,,,"Benzenesulfonamide, 4-amino-",,,,ACTIVE
272,63-91-2,63912,,,L-Phenylalanine,,,,ACTIVE
273,64-02-8,64028,,,"Glycine, N,N'-1,2-ethanediylbis[N-(carboxymethyl)-, sodium salt (1:4)",,,,ACTIVE
274,64-04-0,64040,,,Benzeneethanamine,,,,ACTIVE
275,64-10-8,64108,,,"Urea, N-phenyl-",,,,ACTIVE
276,64-17-5,64175,,,Ethanol,,,,ACTIVE
277,64-18-6,64186,,,Formic acid,,,,ACTIVE
278,64-19-7,64197,,,Acetic acid,,,,ACTIVE
279,64-20-0,64200,,,"Methanaminium, N,N,N-trimethyl-, bromide (1:1)",,,,ACTIVE
280,64-47-1,64471,,,"Pyrrolo[2,3-b]indol-5-ol, 1,2,3,3a,8,8a-hexahydro-1,3a,8-trimethyl-, 5-(N-methylcarbamate), (3aS,8aR)-, sulfate (2:1)",,,,INACTIVE
281,64-65-3,64653,,,"2,6-Piperidinedione, 4-ethyl-4-methyl-",,,,INACTIVE
282,64-67-5,64675,,,"Sulfuric acid, diethyl ester",,,,ACTIVE
283,64-69-7,64697,,,"Acetic acid, 2-iodo-",,,,ACTIVE
284,64-75-5,64755,,,"2-Naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-, hydrochloride (1:1), (4S,4aS,5aS,6S,12aS)-",,,,ACTIVE
285,64-77-7,64777,,,"Benzenesulfonamide, N-[(butylamino)carbonyl]-4-methyl-",,,,ACTIVE
286,64-86-8,64868,,,"Acetamide, N-[(7S)-5,6,7,9-tetrahydro-1,2,3,10-tetramethoxy-9-oxobenzo[a]heptalen-7-yl]-",,,,ACTIVE
287,65-19-0,65190,,,"Yohimban-16-carboxylic acid, 17-hydroxy-, methyl ester, hydrochloride (1:1), (16.alpha.,17.alpha.)-",,,,ACTIVE
288,65-22-5,65225,,,"4-Pyridinecarboxaldehyde, 3-hydroxy-5-(hydroxymethyl)-2-methyl-, hydrochloride (1:1)",,,,ACTIVE
289,65-23-6,65236,,,"3,4-Pyridinedimethanol, 5-hydroxy-6-methyl-",,,,ACTIVE
290,65-30-5,65305,,,"Pyridine, 3-[(2S)-1-methyl-2-pyrrolidinyl]-, sulfate (2:1)",,,,ACTIVE
291,65-45-2,65452,,,"Benzamide, 2-hydroxy-",,,,ACTIVE
292,65-46-3,65463,,,Cytidine,,,,ACTIVE
293,65-47-4,65474,,,Cytidine 5'-(tetrahydrogen triphosphate),,,,INACTIVE
294,65-49-6,65496,,,"Benzoic acid, 4-amino-2-hydroxy-",,,,ACTIVE
295,65-61-2,65612,,,"3,6-Acridinediamine, N3,N3,N6,N6-tetramethyl-, hydrochloride (1:1)",,,,ACTIVE
296,65-71-4,65714,,,"2,4(1H,3H)-Pyrimidinedione, 5-methyl-",,,,ACTIVE
297,65-82-7,65827,,,"L-Methionine, N-acetyl-",,,,ACTIVE
298,65-85-0,65850,,,Benzoic acid,,,,ACTIVE
299,65-86-1,65861,,,"4-Pyrimidinecarboxylic acid, 1,2,3,6-tetrahydro-2,6-dioxo-",,,,ACTIVE
300,66-22-8,66228,,,"2,4(1H,3H)-Pyrimidinedione",,,,ACTIVE
301,66-23-9,66239,,,"Ethanaminium, 2-(acetyloxy)-N,N,N-trimethyl-, bromide (1:1)",,,,ACTIVE
302,66-25-1,66251,,,Hexanal,,,,ACTIVE
303,66-27-3,66273,,,"Methanesulfonic acid, methyl ester",,,,ACTIVE
304,66-71-7,66717,,,"1,10-Phenanthroline",,,,ACTIVE
305,66-76-2,66762,,,"2H-1-Benzopyran-2-one, 3,3'-methylenebis[4-hydroxy-",,,,ACTIVE
306,66-77-3,66773,,,1-Naphthalenecarboxaldehyde,,,,ACTIVE
307,66-84-2,66842,,,"D-Glucose, 2-amino-2-deoxy-, hydrochloride (1:1)",,,,ACTIVE
308,67-03-8,67038,,,"Thiazolium, 3-[(4-amino-2-methyl-5-pyrimidinyl)methyl]-5-(2-hydroxyethyl)-4-methyl-, chloride, hydrochloride (1:1:1)",,,,ACTIVE
309,67-07-2,67072,,,"Glycine, N-[imino(phosphonoamino)methyl]-N-methyl-",,,,INACTIVE
310,67-16-3,67163,,,"Formamide, N,N'-[dithiobis[2-(2-hydroxyethyl)-1-methyl-2,1-ethenediyl]]bis[N-[(4-amino-2-methyl-5-pyrimidinyl)methyl]-",,,,INACTIVE
311,67-20-9,67209,,,"2,4-Imidazolidinedione, 1-[[(5-nitro-2-furanyl)methylene]amino]-",,,,ACTIVE
312,67-21-0,67210,,,"Homocysteine, S-ethyl-",,,,INACTIVE
313,67-42-5,67425,,,"6,9-Dioxa-3,12-diazatetradecanedioic acid, 3,12-bis(carboxymethyl)-",,,,ACTIVE
314,67-43-6,67436,,,"Glycine, N,N-bis[2-[bis(carboxymethyl)amino]ethyl]-",,,,ACTIVE
315,67-45-8,67458,,,"2-Oxazolidinone, 3-[[(5-nitro-2-furanyl)methylene]amino]-",,,,ACTIVE
316,67-47-0,67470,,,"2-Furancarboxaldehyde, 5-(hydroxymethyl)-",,,,ACTIVE
317,67-48-1,67481,,,"Ethanaminium, 2-hydroxy-N,N,N-trimethyl-, chloride (1:1)",,,,ACTIVE
318,67-51-6,67516,,,"1H-Pyrazole, 3,5-dimethyl-",,,,ACTIVE
319,67-52-7,67527,,,"2,4,6(1H,3H,5H)-Pyrimidinetrione",,,,ACTIVE
320,67-56-1,67561,,,Methanol,,,,ACTIVE
321,67-63-0,67630,,,2-Propanol,,,,ACTIVE
322,67-64-1,67641,,,2-Propanone,,,,ACTIVE
323,67-66-3,67663,,,"Methane, trichloro-",,,,ACTIVE
324,67-68-5,67685,,,"Methane, 1,1'-sulfinylbis-",,,,ACTIVE
325,67-71-0,67710,,,"Methane, 1,1'-sulfonylbis-",,,,ACTIVE
326,67-72-1,67721,,,"Ethane, 1,1,1,2,2,2-hexachloro-",,,TP,ACTIVE
327,67-92-5,67925,,,"[1,1'-Bicyclohexyl]-1-carboxylic acid, 2-(diethylamino)ethyl ester, hydrochloride (1:1)",,,,INACTIVE
328,67-97-0,67970,,,"Cyclohexanol, 3-[(2E)-2-[(1R,3aS,7aR)-1-[(1R)-1,5-dimethylhexyl]octahydro-7a-methyl-4H-inden-4-ylidene]ethylidene]-4-methylene-, (1S,3Z)-",,,,ACTIVE
329,68-01-9,68019,,,"Benzenaminium, N,N,N-triethyl-3-hydroxy-, iodide (1:1)",,,,INACTIVE
330,68-04-2,68042,,,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, sodium salt (1:3)",,,,ACTIVE
331,68-05-3,68053,,,"Ethanaminium, N,N,N-triethyl-, iodide (1:1)",,,,ACTIVE
332,68-11-1,68111,,,"Acetic acid, 2-mercapto-",,,,ACTIVE
333,68-12-2,68122,,,"Formamide, N,N-dimethyl-",,,,ACTIVE
334,68-19-9,68199,,,Vitamin B12,,,,ACTIVE
335,68-26-8,68268,,,Retinol,,,,ACTIVE
336,68-34-8,68348,,,"Benzenesulfonamide, 4-methyl-N-phenyl-",,,,INACTIVE
337,68-35-9,68359,,,"Benzenesulfonamide, 4-amino-N-2-pyrimidinyl-",,,,ACTIVE
338,68-36-0,68360,,,"Benzene, 1,4-bis(trichloromethyl)-",,,,ACTIVE
339,68-94-0,68940,,,"6H-Purin-6-one, 1,9-dihydro-",,,,ACTIVE
340,69-09-0,69090,,,"10H-Phenothiazine-10-propanamine, 2-chloro-N,N-dimethyl-, hydrochloride (1:1)",,,,ACTIVE
341,69-65-8,69658,,,D-Mannitol,,,,ACTIVE
342,69-72-7,69727,,,"Benzoic acid, 2-hydroxy-",,,,ACTIVE
343,69-78-3,69783,,,"Benzoic acid, 3,3'-dithiobis[6-nitro-",,,,ACTIVE
344,69-79-4,69794,,,"D-Glucose, 4-O-.alpha.-D-glucopyranosyl-",,,,ACTIVE
345,69-89-6,69896,,,"1H-Purine-2,6-dione, 3,9-dihydro-",,,,ACTIVE
346,69-93-2,69932,,,"1H-Purine-2,6,8(3H)-trione, 7,9-dihydro-",,,,ACTIVE
347,70-11-1,70111,,,"Ethanone, 2-bromo-1-phenyl-",,,,ACTIVE
348,70-18-8,70188,,,"Glycine, L-.gamma.-glutamyl-L-cysteinyl-",,,,ACTIVE
349,70-23-5,70235,,,"Propanoic acid, 3-bromo-2-oxo-, ethyl ester",,,,ACTIVE
350,70-25-7,70257,,,"Guanidine, N-methyl-N'-nitro-N-nitroso-",,,S,ACTIVE
351,70-26-8,70268,,,L-Ornithine,,,,ACTIVE
352,70-30-4,70304,,,"Phenol, 2,2'-methylenebis[3,4,6-trichloro-",,,SP,ACTIVE
353,70-34-8,70348,,,"Benzene, 1-fluoro-2,4-dinitro-",,,,ACTIVE
354,70-47-3,70473,,,L-Asparagine,,,,ACTIVE
355,70-49-5,70495,,,"Butanedioic acid, 2-mercapto-",,,,ACTIVE
356,70-53-1,70531,,,"Lysine, hydrochloride (1:1)",,,,ACTIVE
357,70-55-3,70553,,,"Benzenesulfonamide, 4-methyl-",,,,ACTIVE
358,70-69-9,70699,,,"1-Propanone, 1-(4-aminophenyl)-",,,,ACTIVE
359,70-70-2,70702,,,"1-Propanone, 1-(4-hydroxyphenyl)-",,,,ACTIVE
360,71-00-1,71001,,,L-Histidine,,,,ACTIVE
361,71-23-8,71238,,,1-Propanol,,,,ACTIVE
362,71-30-7,71307,,,"2(1H)-Pyrimidinone, 6-amino-",,,,ACTIVE
363,71-36-3,71363,,,1-Butanol,,,,ACTIVE
364,71-41-0,71410,,,1-Pentanol,,,,ACTIVE
365,71-43-2,71432,,,Benzene,,,,ACTIVE
366,71-44-3,71443,,,"1,4-Butanediamine, N1,N4-bis(3-aminopropyl)-",,,,ACTIVE
367,71-48-7,71487,,,"Acetic acid, cobalt(2+) salt (2:1)",,,,ACTIVE
368,71-55-6,71556,,,"Ethane, 1,1,1-trichloro-",,,,ACTIVE
369,71-58-9,71589,,,"Pregn-4-ene-3,20-dione, 17-(acetyloxy)-6-methyl-, (6.alpha.)-",,,,ACTIVE
370,71-63-6,71636,,,"Card-20(22)-enolide, 3-[(O-2,6-dideoxy-.beta.-D-ribo-hexopyranosyl-(1.fwdarw.4)-O-2,6-dideoxy-.beta.-D-ribo-hexopyranosyl-(1.fwdarw.4)-2,6-dideoxy-.beta.-D-ribo-hexopyranosyl)oxy]-14-hydroxy-, (3.beta.,5.beta.)-",,,,ACTIVE
371,71-67-0,71670,,,"Benzenesulfonic acid, 3,3'-(4,5,6,7-tetrabromo-3-oxo-1(3H)-isobenzofuranylidene)bis[6-hydroxy-, disodium salt",,,,INACTIVE
372,71-91-0,71910,,,"Ethanaminium, N,N,N-triethyl-, bromide (1:1)",,,,ACTIVE
373,72-14-0,72140,,,"Benzenesulfonamide, 4-amino-N-2-thiazolyl-",,,,ACTIVE
374,72-17-3,72173,,,"Propanoic acid, 2-hydroxy-, sodium salt (1:1)",,,,ACTIVE
375,72-18-4,72184,,,L-Valine,,,,ACTIVE
376,72-19-5,72195,,,L-Threonine,,,,ACTIVE
377,72-40-2,72402,,,"1H-Imidazole-4-carboxamide, 5-amino-, hydrochloride (1:1)",,,,INACTIVE
378,72-44-6,72446,,,"4(3H)-Quinazolinone, 2-methyl-3-(2-methylphenyl)-",,,,INACTIVE
379,72-48-0,72480,,,"9,10-Anthracenedione, 1,2-dihydroxy-",,,,ACTIVE
380,72-57-1,72571,,,"2,7-Naphthalenedisulfonic acid, 3,3'-[(3,3'-dimethyl[1,1'-biphenyl]-4,4'-diyl)bis(2,1-diazenediyl)]bis[5-amino-4-hydroxy-, sodium salt (1:4)",,,,ACTIVE
381,73-22-3,73223,,,L-Tryptophan,,,,ACTIVE
382,73-24-5,73245,,,9H-Purin-6-amine,,,,ACTIVE
383,73-32-5,73325,,,L-Isoleucine,,,,ACTIVE
384,73-40-5,73405,,,"6H-Purin-6-one, 2-amino-1,9-dihydro-",,,,ACTIVE
385,73-78-9,73789,,,"Acetamide, 2-(diethylamino)-N-(2,6-dimethylphenyl)-, hydrochloride (1:1)",,,,ACTIVE
386,74-11-3,74113,,,"Benzoic acid, 4-chloro-",,,,ACTIVE
387,74-31-7,74317,,,"1,4-Benzenediamine, N1,N4-diphenyl-",,,,ACTIVE
388,74-39-5,74395,,,"1,3-Benzenediol, 4-[2-(4-nitrophenyl)diazenyl]-",,,,ACTIVE
389,74-79-3,74793,,,L-Arginine,,,,ACTIVE
390,74-82-8,74828,,,Methane,,,,ACTIVE
391,74-83-9,74839,,,"Methane, bromo-",,,,ACTIVE
392,74-84-0,74840,,,Ethane,,,,ACTIVE
393,74-85-1,74851,,,Ethene,,,,ACTIVE
394,74-86-2,74862,,,Ethyne,,,,ACTIVE
395,74-87-3,74873,,,"Methane, chloro-",,,,ACTIVE
396,74-88-4,74884,,,"Methane, iodo-",,,,ACTIVE
397,74-89-5,74895,,,Methanamine,,,,ACTIVE
398,74-90-8,74908,,,Hydrocyanic acid,,,,ACTIVE
399,74-93-1,74931,,,Methanethiol,,,T,ACTIVE
400,74-94-2,74942,,,"Boron, trihydro(N-methylmethanamine)-, (T-4)-",,,,ACTIVE
401,74-95-3,74953,,,"Methane, dibromo-",,,,ACTIVE
402,74-96-4,74964,,,"Ethane, bromo-",,,,ACTIVE
403,74-97-5,74975,,,"Methane, bromochloro-",,,TP,ACTIVE
404,74-98-6,74986,,,Propane,,,,ACTIVE
405,74-99-7,74997,,,1-Propyne,,,,ACTIVE
406,75-00-3,75003,,,"Ethane, chloro-",,,,ACTIVE
407,75-01-4,75014,,,"Ethene, chloro-",,,,ACTIVE
408,75-02-5,75025,,,"Ethene, fluoro-",,,,ACTIVE
409,75-03-6,75036,,,"Ethane, iodo-",,,,ACTIVE
410,75-04-7,75047,,,Ethanamine,,,,ACTIVE
411,75-05-8,75058,,,Acetonitrile,,,,ACTIVE
412,75-07-0,75070,,,Acetaldehyde,,,,ACTIVE
413,75-08-1,75081,,,Ethanethiol,,,,ACTIVE
414,75-09-2,75092,,,"Methane, dichloro-",,,R,ACTIVE
415,75-10-5,75105,,,"Methane, difluoro-",,,,ACTIVE
416,75-11-6,75116,,,"Methane, diiodo-",,,,ACTIVE
417,75-12-7,75127,,,Formamide,,,,ACTIVE
418,75-15-0,75150,,,Carbon disulfide,,,TP,ACTIVE
419,75-16-1,75161,,,"Magnesium, bromomethyl-",,,,ACTIVE
420,75-17-2,75172,,,"Formaldehyde, oxime",,,,INACTIVE
421,75-18-3,75183,,,"Methane, 1,1'-thiobis-",,,,ACTIVE
422,75-19-4,75194,,,Cyclopropane,,,,ACTIVE
423,75-20-7,75207,,,Calcium carbide (Ca(C2)),,,,ACTIVE
424,75-21-8,75218,,,Oxirane,,,,ACTIVE
425,75-22-9,75229,,,"Boron, (N,N-dimethylmethanamine)trihydro-, (T-4)-",,,,ACTIVE
426,75-23-0,75230,,,"Boron, (ethanamine)trifluoro-, (T-4)-",,,,ACTIVE
427,75-24-1,75241,,,"Aluminum, trimethyl-",,,,ACTIVE
428,75-25-2,75252,,,"Methane, tribromo-",,,,ACTIVE
429,75-26-3,75263,,,"Propane, 2-bromo-",,,,ACTIVE
430,75-27-4,75274,,,"Methane, bromodichloro-",,,,ACTIVE
431,75-28-5,75285,,,"Propane, 2-methyl-",,,,ACTIVE
432,75-29-6,75296,,,"Propane, 2-chloro-",,,,ACTIVE
433,75-30-9,75309,,,"Propane, 2-iodo-",,,,ACTIVE
434,75-31-0,75310,,,2-Propanamine,,,,ACTIVE
435,75-33-2,75332,,,2-Propanethiol,,,,ACTIVE
436,75-34-3,75343,,,"Ethane, 1,1-dichloro-",,,T,ACTIVE
437,75-35-4,75354,,,"Ethene, 1,1-dichloro-",,,,ACTIVE
438,75-36-5,75365,,,Acetyl chloride,,,,ACTIVE
439,75-37-6,75376,,,"Ethane, 1,1-difluoro-",,,,ACTIVE
440,75-38-7,75387,,,"Ethene, 1,1-difluoro-",,,,ACTIVE
441,75-43-4,75434,,,"Methane, dichlorofluoro-",,,,ACTIVE
442,75-44-5,75445,,,Carbonic dichloride,,,,ACTIVE
443,75-45-6,75456,,,"Methane, chlorodifluoro-",,,,ACTIVE
444,75-46-7,75467,,,"Methane, trifluoro-",,,,ACTIVE
445,75-47-8,75478,,,"Methane, triiodo-",,,,ACTIVE
446,75-50-3,75503,,,"Methanamine, N,N-dimethyl-",,,,ACTIVE
447,75-52-5,75525,,,"Methane, nitro-",,,,ACTIVE
448,75-54-7,75547,,,"Silane, dichloromethyl-",,,,ACTIVE
449,75-55-8,75558,,,"Aziridine, 2-methyl-",,,,ACTIVE
450,75-56-9,75569,,,"Oxirane, 2-methyl-",,,,ACTIVE
451,75-57-0,75570,,,"Methanaminium, N,N,N-trimethyl-, chloride (1:1)",,,,ACTIVE
452,75-58-1,75581,,,"Methanaminium, N,N,N-trimethyl-, iodide (1:1)",,,,ACTIVE
453,75-59-2,75592,,,"Methanaminium, N,N,N-trimethyl-, hydroxide (1:1)",,,,ACTIVE
454,75-60-5,75605,,,"Arsinic acid, As,As-dimethyl-",,,,ACTIVE
455,75-61-6,75616,,,"Methane, dibromodifluoro-",,,,ACTIVE
456,75-62-7,75627,,,"Methane, bromotrichloro-",,,,ACTIVE
457,75-63-8,75638,,,"Methane, bromotrifluoro-",,,,ACTIVE
458,75-64-9,75649,,,"2-Propanamine, 2-methyl-",,,,ACTIVE
459,75-65-0,75650,,,"2-Propanol, 2-methyl-",,,,ACTIVE
460,75-66-1,75661,,,"2-Propanethiol, 2-methyl-",,,,ACTIVE
461,75-68-3,75683,,,"Ethane, 1-chloro-1,1-difluoro-",,,,ACTIVE
462,75-69-4,75694,,,"Methane, trichlorofluoro-",,,,ACTIVE
463,75-71-8,75718,,,"Methane, dichlorodifluoro-",,,,ACTIVE
464,75-72-9,75729,,,"Methane, chlorotrifluoro-",,,,ACTIVE
465,75-73-0,75730,,,"Methane, tetrafluoro-",,,,ACTIVE
466,75-74-1,75741,,,"Plumbane, tetramethyl-",,,,ACTIVE
467,75-75-2,75752,,,Methanesulfonic acid,,,,ACTIVE
468,75-76-3,75763,,,"Silane, tetramethyl-",,,,ACTIVE
469,75-77-4,75774,,,"Silane, chlorotrimethyl-",,,,ACTIVE
470,75-78-5,75785,,,"Silane, dichlorodimethyl-",,,,ACTIVE
471,75-79-6,75796,,,"Silane, trichloromethyl-",,,,ACTIVE
472,75-80-9,75809,,,"Ethanol, 2,2,2-tribromo-",,,,ACTIVE
473,75-81-0,75810,,,"Ethane, 1,2-dibromo-1,1-dichloro-",,,,ACTIVE
474,75-83-2,75832,,,"Butane, 2,2-dimethyl-",,,,ACTIVE
475,75-84-3,75843,,,"1-Propanol, 2,2-dimethyl-",,,,ACTIVE
476,75-85-4,75854,,,"2-Butanol, 2-methyl-",,,,ACTIVE
477,75-86-5,75865,,,"Propanenitrile, 2-hydroxy-2-methyl-",,,,ACTIVE
478,75-87-6,75876,,,"Acetaldehyde, 2,2,2-trichloro-",,,,ACTIVE
479,75-88-7,75887,,,"Ethane, 2-chloro-1,1,1-trifluoro-",,,S,ACTIVE
480,75-89-8,75898,,,"Ethanol, 2,2,2-trifluoro-",,,,ACTIVE
481,75-90-1,75901,,,"Acetaldehyde, 2,2,2-trifluoro-",,,,INACTIVE
482,75-91-2,75912,,,"Hydroperoxide, 1,1-dimethylethyl",,,,ACTIVE
483,75-94-5,75945,,,"Silane, trichloroethenyl-",,,,ACTIVE
484,75-96-7,75967,,,"Acetic acid, 2,2,2-tribromo-",,,,ACTIVE
485,75-97-8,75978,,,"2-Butanone, 3,3-dimethyl-",,,,ACTIVE
486,75-98-9,75989,,,"Propanoic acid, 2,2-dimethyl-",,,,ACTIVE
487,75-99-0,75990,,,"Propanoic acid, 2,2-dichloro-",,,,ACTIVE
488,76-01-7,76017,,,"Ethane, 1,1,1,2,2-pentachloro-",,,S,ACTIVE
489,76-02-8,76028,,,"Acetyl chloride, 2,2,2-trichloro-",,,,ACTIVE
490,76-03-9,76039,,,"Acetic acid, 2,2,2-trichloro-",,,,ACTIVE
491,76-04-0,76040,,,"Acetic acid, 2-chloro-2,2-difluoro-",,,,ACTIVE
492,76-05-1,76051,,,"Acetic acid, 2,2,2-trifluoro-",,,,ACTIVE
493,76-06-2,76062,,,"Methane, trichloronitro-",,,,ACTIVE
494,76-09-5,76095,,,"2,3-Butanediol, 2,3-dimethyl-",,,,ACTIVE
495,76-11-9,76119,,,"Ethane, 1,1,1,2-tetrachloro-2,2-difluoro-",,,,ACTIVE
496,76-12-0,76120,,,"Ethane, 1,1,2,2-tetrachloro-1,2-difluoro-",,,,ACTIVE
497,76-13-1,76131,,,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-",,,,ACTIVE
498,76-14-2,76142,,,"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-",,,,ACTIVE
499,76-15-3,76153,,,"Ethane, 1-chloro-1,1,2,2,2-pentafluoro-",,,,ACTIVE
500,76-16-4,76164,,,"Ethane, 1,1,1,2,2,2-hexafluoro-",,,,ACTIVE
501,76-17-5,76175,,,"Propane, 1,2,3-trichloro-1,1,2,3,3-pentafluoro-",,,,ACTIVE
502,76-19-7,76197,,,"Propane, 1,1,1,2,2,3,3,3-octafluoro-",,,,ACTIVE
503,76-22-2,76222,,,"Bicyclo[2.2.1]heptan-2-one, 1,7,7-trimethyl-",,,,ACTIVE
504,76-24-4,76244,,,"[5,5'-Bipyrimidine]-2,2',4,4',6,6'(1H,1'H,3H,3'H,5H,5'H)-hexone, 5,5'-dihydroxy-",,,,INACTIVE
505,76-25-5,76255,,,"Pregna-1,4-diene-3,20-dione, 9-fluoro-11,21-dihydroxy-16,17-[(1-methylethylidene)bis(oxy)]-, (11.beta.,16.alpha.)-",,,,INACTIVE
506,76-29-9,76299,,,"Bicyclo[2.2.1]heptan-2-one, 3-bromo-1,7,7-trimethyl-",,,,INACTIVE
507,76-37-9,76379,,,"1-Propanol, 2,2,3,3-tetrafluoro-",,,,ACTIVE
508,76-39-1,76391,,,"1-Propanol, 2-methyl-2-nitro-",,,,ACTIVE
509,76-49-3,76493,,,"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, 2-acetate, (1R,2S,4R)-rel-",,,,ACTIVE
510,76-50-6,76506,,,"Butanoic acid, 3-methyl-, (1R,2S,4R)-1,7,7-trimethylbicyclo[2.2.1]hept-2-yl ester, rel-",,,,ACTIVE
511,76-51-7,76517,,,"Phenazasiline, 5-ethyl-5,10-dihydro-10,10-diphenyl-",,,,INACTIVE
512,76-54-0,76540,,,"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 2',7'-dichloro-3',6'-dihydroxy-",,,,ACTIVE
513,76-59-5,76595,,,"Phenol, 4,4'-(1,1-dioxido-3H-2,1-benzoxathiol-3-ylidene)bis[2-bromo-3-methyl-6-(1-methylethyl)-",,,,ACTIVE
514,76-60-8,76608,,,"Phenol, 4,4'-(1,1-dioxido-3H-2,1-benzoxathiol-3-ylidene)bis[2,6-dibromo-3-methyl-",,,,ACTIVE
515,76-61-9,76619,,,"Phenol, 4,4'-(1,1-dioxido-3H-2,1-benzoxathiol-3-ylidene)bis[5-methyl-2-(1-methylethyl)-",,,,ACTIVE
516,76-62-0,76620,,,"1(3H)-Isobenzofuranone, 3,3-bis(3,5-dibromo-4-hydroxyphenyl)-",,,,ACTIVE
517,76-67-5,76675,,,"Propanedioic acid, 2-ethyl-2-phenyl-, 1,3-diethyl ester",,,,INACTIVE
518,76-78-8,76788,,,"Picrasa-2,12-diene-1,11,16-trione, 2,12-dimethoxy-",,,,INACTIVE
519,76-83-5,76835,,,"Benzene, 1,1',1''-(chloromethylidyne)tris-",,,,ACTIVE
520,76-84-6,76846,,,"Benzenemethanol, .alpha.,.alpha.-diphenyl-",,,,ACTIVE
521,76-86-8,76868,,,"Benzene, 1,1',1''-(chlorosilylidyne)tris-",,,,ACTIVE
522,76-87-9,76879,,,"Stannane, hydroxytriphenyl-",,,,ACTIVE
523,76-89-1,76891,,,"Benzeneacetic acid, .alpha.-hydroxy-.alpha.-phenyl-, methyl ester",,,,ACTIVE
524,76-93-7,76937,,,"Benzeneacetic acid, .alpha.-hydroxy-.alpha.-phenyl-",,,,ACTIVE
