CAS Number,CAS Name,Name,Approval
4003-11-6,"Glycine, N,N'-[(2-hydroxy-5-sulfo-1,3-phenylene)bis(methylene)]bis[N-(carboxymethyl)-, monosodium salt","Glycine, N,N'-[(2-hydroxy-5-sulfo-1,3-phenylene)bis(methylene)]bis[N-(carboxymethyl)-, monosodium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4056-11-5,".alpha.-D-Glucofuranose, 1,2-O-(1-methylethylidene)-, 5-(4-methylbenzenesulfonate)",".alpha.-D-Glucofuranose, 1,2-O-(1-methylethylidene)-, 5-(4-methylbenzenesulfonate)",Does not have an individual approval but may be used under an appropriate group standard
4060-08-6,"L-Mannose, 6-deoxy-3-O-methyl-","L-Mannose, 6-deoxy-3-O-methyl-",Does not have an individual approval but may be used under an appropriate group standard
4060-12-2,"L-Mannose, 6-deoxy-4-O-methyl-","L-Mannose, 6-deoxy-4-O-methyl-",Does not have an individual approval but may be used under an appropriate group standard
4066-02-8,"Phenol, 2,2'-methylenebis[6-cyclohexyl-4-methyl-","Phenol, 2,2'-methylenebis[6-cyclohexyl-4-methyl-",Does not have an individual approval but may be used under an appropriate group standard
4112-03-2,"Sulfamic acid, methyl-","Sulfamic acid, methyl-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4130-08-9,"Silanetriol, ethenyl-, triacetate","Silanetriol, ethenyl-, triacetate",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4137-10-4,"Carbamic acid, dimethyl-, compd. with N-methylmethanamine (1:1)",Dimethyl ammonium dimethylcarbamate,Does not have an individual approval but may be used under an appropriate group standard
4152-09-4,"1,2-Ethanediamine, N1-(phenylmethyl)-",N-benzylethylenediamine,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4167-05-9,"Benzoic acid, 4-(1,1-dimethylethyl)-, cadmium salt","Benzoic acid, 4-(1,1-dimethylethyl)-, cadmium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4169-04-4,"1-Propanol, 2-phenoxy-","1-Propanol, 2-phenoxy-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4174-09-8,"3H-Pyrazol-3-one, 2,4-dihydro-4-[(5-hydroxy-3-methyl-1-phenyl-1H-pyrazol-4-yl)methylene]-5-methyl-2-phenyl-","3H-Pyrazol-3-one, 2,4-dihydro-4-(5-hydroxy-3-methyl-1-phenyl-1H-pyrazol-4-yl)methylene-5-methyl-2-phenyl-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4180-12-5,"Acetic acid, copper salt","Acetic acid, copper salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4197-07-3,"2,7-Naphthalenedisulfonic acid, 4,5-dihydroxy-3-(phenylazo)-, disodium salt","2,7-Naphthalenedisulfonic acid, 4,5-dihydroxy-3-(phenylazo)-, disodium salt",Does not have an individual approval but may be used under an appropriate group standard
4199-10-4,"2-Propanol, 1-[(1-methylethyl)amino]-3-(1-naphthalenyloxy)-, hydrochloride, (2S)-","2-Propanol, 1-(1-methylethyl)amino-3-(1-naphthalenyloxy)-, hydrochloride, (2S)-",Does not have an individual approval but may be used under an appropriate group standard
4216-01-7,"7H-Benzo[e]perimidine-4-carboxamide, N-(9,10-dihydro-9,10-dioxo-1-anthracenyl)-7-oxo-","7H-Benzoeperimidine-4-carboxamide, N-(9,10-dihydro-9,10-dioxo-1-anthracenyl)-7-oxo-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4216-02-8,"Bisbenzimidazo[2,1-b:1',2'-j]benzo[lmn][3,8]phenanthroline-6,9-dione","Bisbenzimidazo[2,1-b:1',2'-j]benzo[lmn][3,8]phenanthroline-6,9-dione",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4247-02-3,"Benzoic acid, 4-hydroxy-, 2-methylpropyl ester",Isobutyl-4-hydroxybenzoate,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4258-05-3,"D-Altrose, diethyl dithioacetal","D-Altrose, diethyl dithioacetal",Does not have an individual approval but may be used under an appropriate group standard
4276-09-9,"1-Butanol, 2-amino-3-methyl-, (2R)-","1-Butanol, 2-amino-3-methyl-, (2R)-",Does not have an individual approval but may be used under an appropriate group standard
4292-10-8,"1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-[(1-oxododecyl)amino]-, inner salt","1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-(1-oxododecyl)amino-, inner salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4297-02-3,"2H-Azepine, 3,4,5,6-tetrahydro-7-(2-morpholino-1-cyclohexen-1-yl)-, mono[tetrafluoroborate(1-)]","2H-Azepine, 3,4,5,6-tetrahydro-7-(2-morpholino-1-cyclohexen-1-yl)-, monotetrafluoroborate(1-)",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4299-07-4,"1,2-Benzisothiazol-3(2H)-one, 2-butyl-","1,2-Benzisothiazol-3(2H)-one, 2-butyl-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4313-03-5,"2,4-Heptadienal, (2E,4E)-","2,4-Heptadienal, (2E,4E)-",Does not have an individual approval but may be used under an appropriate group standard
4345-03-3,"Butanedioic acid, mono[(2R)-3,4-dihydro-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-2H-1-benzopyran-6-yl] ester","Butanedioic acid, mono[(2R)-3,4-dihydro-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-2H-1-benzopyran-6-yl] ester",Does not have an individual approval but may be used under an appropriate group standard
4350-09-8,"L-Tryptophan, 5-hydroxy-",Oxitriptan,Does not have an individual approval but may be used under an appropriate group standard
4364-06-1,"Benzene, (3,3-dimethoxy-1-propenyl)-","Benzene, (3,3-dimethoxy-1-propenyl)-",Does not have an individual approval but may be used under an appropriate group standard
4367-08-2,Copper cyanide (Cu(CN)2),Copper (II) cyanide,Does not have an individual approval but may be used under an appropriate group standard
4383-06-6,"Benzenemethanol, 3-hydroxy-4-methoxy-","Benzenemethanol, 3-hydroxy-4-methoxy-",Does not have an individual approval but may be used under an appropriate group standard
4385-05-1,"4-Morpholineethanamine, N,N-dimethyl-","4-Morpholineethanamine, N,N-dimethyl-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4390-04-9,"Nonane, 2,2,4,4,6,8,8-heptamethyl-","Nonane, 2,2,4,4,6,8,8-heptamethyl-",Does not have an individual approval but may be used under an appropriate group standard
4403-12-7,"Ethanol, 2-[2-[2-(tridecyloxy)ethoxy]ethoxy]-","Ethanol, 2-2-2-(tridecyloxy)ethoxyethoxy-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4419-11-8,"Pentanenitrile, 2,2'-azobis[2,4-dimethyl-","Pentanenitrile, 2,2'-azobis[2,4-dimethyl-",Does not have an individual approval but may be used under an appropriate group standard
4454-02-8,"Pentane, 1,1,5,5-tetramethoxy-","Pentane, 1,1,5,5-tetramethoxy-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4468-02-4,"Zinc, bis(D-gluconato-.kappa.O1,.kappa.O2)-, (T-4)-","Zinc, bis(D-gluconato-.kappa.O1,.kappa.O2)-, (T-4)-",Does not have an individual approval but may be used under an appropriate group standard
4485-12-5,"Octadecanoic acid, lithium salt",Lithium stearate,Does not have an individual approval but may be used under an appropriate group standard
4491-03-6,"2-Propenoic acid, (1-methylethylidene)di-4,1-phenylene ester","2-Propenoic acid, (1-methylethylidene)di-4,1-phenylene ester",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4497-08-9,"2-Naphthacenecarboxamide, 7-chloro-4-(dimethylamino)-1,4,4a,5,12,12a-hexahydro-3,10,11,12a-tetrahydroxy-6-methyl-1,12-dioxo-, (4S,4aS,12aS)-","2-Naphthacenecarboxamide, 7-chloro-4-(dimethylamino)-1,4,4a,5,12,12a-hexahydro-3,10,11,12a-tetrahydroxy-6-methyl-1,12-dioxo-, (4S,4aS,12aS)-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4499-01-8,"2-Anthracenesulfonic acid, 1-amino-4-[[3-[(4,6-dichloro-1,3,5-triazin-2-yl)amino]-4-sulfophenyl]amino]-9,10-dihydro-9,10-dioxo-, disodium salt","2-Anthracenesulfonic acid, 1-amino-4-3-(4,6-dichloro-1,3,5-triazin-2-yl)amino-4-sulfophenylamino-9,10-dihydro-9,10-dioxo-, disodium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4502-04-9,Ethanol-1-14C,Ethanol-1-14C,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4606-07-9,"Cyclopropanecarboxylic acid, ethyl ester",Ethyl cyclopropanecarboxylate,Does not have an individual approval but may be used under an appropriate group standard
4621-04-9,"Cyclohexanol, 4-(1-methylethyl)-","Cyclohexanol, 4-(1-methylethyl)-",Does not have an individual approval but may be used under an appropriate group standard
4630-07-3,"Naphthalene, 1,2,3,5,6,7,8,8a-octahydro-1,8a-dimethyl-7-(1-methylethenyl)-, (1R,7R,8aS)-","Naphthalene, 1,2,3,5,6,7,8,8a-octahydro-1,8a-dimethyl-7-(1-methylethenyl)-, (1R,7R,8aS)-",Does not have an individual approval but may be used under an appropriate group standard
4719-04-4,"1,3,5-Triazine-1,3,5(2H,4H,6H)-triethanol","1,3,5-Triazine-1,3,5(2H,4H,6H)-triethanol",Does not have an individual approval but may be used under an appropriate group standard
4744-08-5,"Propane, 1,1-diethoxy-","Propane, 1,1-diethoxy-",Does not have an individual approval but may be used under an appropriate group standard
4744-10-9,"Propane, 1,1-dimethoxy-","Propane, 1,1-dimethoxy-",Does not have an individual approval but may be used under an appropriate group standard
4747-07-3,"Hexane, 1-methoxy-","Hexane, 1-methoxy-",Does not have an individual approval but may be used under an appropriate group standard
4753-07-5,".alpha.-D-Glucopyranosyl bromide, 4-O-(2,3,4,6-tetra-O-acetyl-.beta.-D-galactopyranosyl)-, triacetate",".alpha.-D-Glucopyranosyl bromide, 4-O-(2,3,4,6-tetra-O-acetyl-.beta.-D-galactopyranosyl)-, triacetate",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
4767-03-7,"Propanoic acid, 3-hydroxy-2-(hydroxymethyl)-2-methyl-","2,2-Bis (hydroxymethyl) propionic acid",Does not have an individual approval but may be used under an appropriate group standard
4845-04-9,1-Cyclohexene-1-methanol,1-Cyclohexene-1-methanol,Does not have an individual approval but may be used under an appropriate group standard
4857-04-9,"1H-Benzimidazole, 2-(chloromethyl)-","1H-Benzimidazole, 2-(chloromethyl)-",Does not have an individual approval but may be used under an appropriate group standard
4860-03-1,"Hexadecane, 1-chloro-","Hexadecane, 1-chloro-",Does not have an individual approval but may be used under an appropriate group standard
4885-02-3,"Methane, dichloromethoxy-",Dichloromethyl methyl ether,Does not have an individual approval but may be used under an appropriate group standard
4928-02-3,"2H-1,4-Benzodiazepin-2-one, 7-amino-1,3-dihydro-5-phenyl-","2H-1,4-Benzodiazepin-2-one, 7-amino-1,3-dihydro-5-phenyl-",Does not have an individual approval but may be used under an appropriate group standard
4928-03-4,"Acetamide, N-(2,3-dihydro-2-oxo-5-phenyl-1H-1,4-benzodiazepin-7-yl)-","Acetamide, N-(2,3-dihydro-2-oxo-5-phenyl-1H-1,4-benzodiazepin-7-yl)-",Does not have an individual approval but may be used under an appropriate group standard
4940-11-8,"4H-Pyran-4-one, 2-ethyl-3-hydroxy-","4H-Pyran-4-one, 2-ethyl-3-hydroxy-",Does not have an individual approval but may be used under an appropriate group standard
5036-02-2,"Imidazo[2,1-b]thiazole, 2,3,5,6-tetrahydro-6-phenyl-",Tetramisole,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
